freq,Amp1,Amp2,dif
4.990421,0.047962,0.089366,0.041404
-5,0.047525,0.092368,0.044843
-4.990421,0.047962,0.090048,0.042086
-4.980843,0.049158,0.093653,0.044495
-4.971264,0.052053,0.094538,0.042485
-4.961686,0.052158,0.089629,0.037471
-4.952107,0.053954,0.093682,0.039728
-4.942529,0.052494,0.086192,0.033698
-4.93295,0.049795,0.092454,0.042659
-4.923372,0.050103,0.089426,0.039323
-4.913793,0.051565,0.092012,0.040447
-4.904215,0.055688,0.092311,0.036623
-4.894636,0.051275,0.088134,0.036859
-4.885057,0.051888,0.087624,0.035736
-4.875479,0.053573,0.085315,0.031742
-4.8659,0.056167,0.086674,0.030507
-4.856322,0.05462,0.08905,0.03443
-4.846743,0.053248,0.091449,0.038201
-4.837165,0.050502,0.09093,0.040428
-4.827586,0.051647,0.091093,0.039446
-4.818008,0.05166,0.087848,0.036188
-4.808429,0.048221,0.092282,0.044061
-4.798851,0.051378,0.090642,0.039264
-4.789272,0.050704,0.09596,0.045256
-4.779693,0.053163,0.091936,0.038773
-4.770115,0.054642,0.093198,0.038556
-4.760536,0.054415,0.09073,0.036315
-4.750958,0.053876,0.092203,0.038327
-4.741379,0.051271,0.0924,0.041129
-4.731801,0.048938,0.092198,0.04326
-4.722222,0.049881,0.091016,0.041135
-4.712644,0.0516,0.089166,0.037566
-4.703065,0.048576,0.089639,0.041063
-4.693487,0.049842,0.089122,0.03928
-4.683908,0.051305,0.092082,0.040777
-4.67433,0.052391,0.090331,0.03794
-4.664751,0.050864,0.092934,0.04207
-4.655172,0.050527,0.091635,0.041108
-4.645594,0.049319,0.090763,0.041444
-4.636015,0.051574,0.091977,0.040403
-4.626437,0.051819,0.088669,0.03685
-4.616858,0.049268,0.091571,0.042303
-4.60728,0.052598,0.089064,0.036466
-4.597701,0.054373,0.091277,0.036904
-4.588123,0.052777,0.092254,0.039477
-4.578544,0.055605,0.089158,0.033553
-4.568966,0.051646,0.093076,0.04143
-4.559387,0.052892,0.088951,0.036059
-4.549808,0.052424,0.091915,0.039491
-4.54023,0.052059,0.089399,0.03734
-4.530651,0.052145,0.092894,0.040749
-4.521073,0.054312,0.091932,0.03762
-4.511494,0.051493,0.095021,0.043528
-4.501916,0.051324,0.092516,0.041192
-4.492337,0.0528,0.095766,0.042966
-4.482759,0.051768,0.092629,0.040861
-4.47318,0.050937,0.095848,0.044911
-4.463602,0.051789,0.095449,0.04366
-4.454023,0.05153,0.09423,0.0427
-4.444444,0.05185,0.090734,0.038884
-4.434866,0.051905,0.090502,0.038597
-4.425287,0.051312,0.08977,0.038458
-4.415709,0.052189,0.093386,0.041197
-4.40613,0.053085,0.093478,0.040393
-4.396552,0.05288,0.094701,0.041821
-4.386973,0.051961,0.090191,0.03823
-4.377395,0.054073,0.089512,0.035439
-4.367816,0.053664,0.090271,0.036607
-4.358238,0.053048,0.092224,0.039176
-4.348659,0.052797,0.094207,0.04141
-4.33908,0.053069,0.092998,0.039929
-4.329502,0.052469,0.092474,0.040005
-4.319923,0.055337,0.092425,0.037088
-4.310345,0.051834,0.089895,0.038061
-4.300766,0.055948,0.097402,0.041454
-4.291188,0.052767,0.09263,0.039863
-4.281609,0.050577,0.096867,0.04629
-4.272031,0.052721,0.09583,0.043109
-4.262452,0.052339,0.092137,0.039798
-4.252874,0.050792,0.096772,0.04598
-4.243295,0.051946,0.090348,0.038402
-4.233716,0.051963,0.098273,0.04631
-4.224138,0.052522,0.095351,0.042829
-4.214559,0.054132,0.099131,0.044999
-4.204981,0.050776,0.09734,0.046564
-4.195402,0.050181,0.098283,0.048102
-4.185824,0.053847,0.093346,0.039499
-4.176245,0.052624,0.09703,0.044406
-4.166667,0.052131,0.090963,0.038832
-4.157088,0.052545,0.094731,0.042186
-4.14751,0.055307,0.088801,0.033494
-4.137931,0.056086,0.092739,0.036653
-4.128352,0.055717,0.090633,0.034916
-4.118774,0.054153,0.090686,0.036533
-4.109195,0.051049,0.090912,0.039863
-4.099617,0.05356,0.084156,0.030596
-4.090038,0.049917,0.088658,0.038741
-4.08046,0.05513,0.084472,0.029342
-4.070881,0.054669,0.092895,0.038226
-4.061303,0.055004,0.093259,0.038255
-4.051724,0.055078,0.09467,0.039592
-4.042146,0.058261,0.096313,0.038052
-4.032567,0.057634,0.093925,0.036291
-4.022989,0.058526,0.095492,0.036966
-4.01341,0.053355,0.096136,0.042781
-4.003831,0.054368,0.09521,0.040842
-3.994253,0.057424,0.098293,0.040869
-3.984674,0.054993,0.096693,0.0417
-3.975096,0.053964,0.099734,0.04577
-3.965517,0.050757,0.097574,0.046817
-3.955939,0.054327,0.098767,0.04444
-3.94636,0.055409,0.099015,0.043606
-3.936782,0.054356,0.100736,0.04638
-3.927203,0.053677,0.103804,0.050127
-3.917625,0.05269,0.105838,0.053148
-3.908046,0.051978,0.099755,0.047777
-3.898467,0.050684,0.102369,0.051685
-3.888889,0.050883,0.09114,0.040257
-3.87931,0.052395,0.101612,0.049217
-3.869732,0.055356,0.095023,0.039667
-3.860153,0.05688,0.103663,0.046783
-3.850575,0.059889,0.100855,0.040966
-3.840996,0.056749,0.096852,0.040103
-3.831418,0.054724,0.096471,0.041747
-3.821839,0.052647,0.092718,0.040071
-3.812261,0.054562,0.094453,0.039891
-3.802682,0.058983,0.096308,0.037325
-3.793103,0.056242,0.099096,0.042854
-3.783525,0.056522,0.099411,0.042889
-3.773946,0.055174,0.101564,0.04639
-3.764368,0.061699,0.097392,0.035693
-3.754789,0.05871,0.105412,0.046702
-3.745211,0.057975,0.099346,0.041371
-3.735632,0.052903,0.10824,0.055337
-3.726054,0.05641,0.100647,0.044237
-3.716475,0.054118,0.104983,0.050865
-3.706897,0.053971,0.096675,0.042704
-3.697318,0.055901,0.10256,0.046659
-3.687739,0.057168,0.100577,0.043409
-3.678161,0.05839,0.104023,0.045633
-3.668582,0.061552,0.102004,0.040452
-3.659004,0.059113,0.102055,0.042942
-3.649425,0.058188,0.100126,0.041938
-3.639847,0.056371,0.101085,0.044714
-3.630268,0.051427,0.103141,0.051714
-3.62069,0.052949,0.104433,0.051484
-3.611111,0.055589,0.103805,0.048216
-3.601533,0.05318,0.103861,0.050681
-3.591954,0.054697,0.102759,0.048062
-3.582375,0.055899,0.104619,0.04872
-3.572797,0.058693,0.099076,0.040383
-3.563218,0.056569,0.105482,0.048913
-3.55364,0.056119,0.097889,0.04177
-3.544061,0.05364,0.103288,0.049648
-3.534483,0.058041,0.100941,0.0429
-3.524904,0.057427,0.102136,0.044709
-3.515326,0.055444,0.104484,0.04904
-3.505747,0.05917,0.101119,0.041949
-3.496169,0.059694,0.106235,0.046541
-3.48659,0.061493,0.104184,0.042691
-3.477011,0.062286,0.106749,0.044463
-3.467433,0.058854,0.106586,0.047732
-3.457854,0.058979,0.109548,0.050569
-3.448276,0.058694,0.105165,0.046471
-3.438697,0.057551,0.110992,0.053441
-3.429119,0.057588,0.105414,0.047826
-3.41954,0.061152,0.112199,0.051047
-3.409962,0.05752,0.107047,0.049527
-3.400383,0.057471,0.110907,0.053436
-3.390805,0.059115,0.103611,0.044496
-3.381226,0.057808,0.105666,0.047858
-3.371648,0.058347,0.100819,0.042472
-3.362069,0.058455,0.10935,0.050895
-3.35249,0.057842,0.107409,0.049567
-3.342912,0.060037,0.112346,0.052309
-3.333333,0.059305,0.107298,0.047993
-3.323755,0.057913,0.107511,0.049598
-3.314176,0.060182,0.105641,0.045459
-3.304598,0.06117,0.109649,0.048479
-3.295019,0.060765,0.110686,0.049921
-3.285441,0.059762,0.108663,0.048901
-3.275862,0.061997,0.106373,0.044376
-3.266284,0.061204,0.103998,0.042794
-3.256705,0.061133,0.103433,0.0423
-3.247126,0.061269,0.113014,0.051745
-3.237548,0.059314,0.108703,0.049389
-3.227969,0.060881,0.117153,0.056272
-3.218391,0.06278,0.111353,0.048573
-3.208812,0.058648,0.110213,0.051565
-3.199234,0.063775,0.115262,0.051487
-3.189655,0.061903,0.107045,0.045142
-3.180077,0.059572,0.119057,0.059485
-3.170498,0.060188,0.111763,0.051575
-3.16092,0.061875,0.118975,0.0571
-3.151341,0.059399,0.117609,0.05821
-3.141762,0.060457,0.120106,0.059649
-3.132184,0.059994,0.114484,0.05449
-3.122605,0.060877,0.119047,0.05817
-3.113027,0.06446,0.108105,0.043645
-3.103448,0.058232,0.11341,0.055178
-3.09387,0.05989,0.102064,0.042174
-3.084291,0.062761,0.109975,0.047214
-3.074713,0.062984,0.105245,0.042261
-3.065134,0.063411,0.111577,0.048166
-3.055556,0.061452,0.11162,0.050168
-3.045977,0.062942,0.107399,0.044457
-3.036398,0.066421,0.108379,0.041958
-3.02682,0.065375,0.100798,0.035423
-3.017241,0.061761,0.111811,0.05005
-3.007663,0.060271,0.111163,0.050892
-2.998084,0.063926,0.114752,0.050826
-2.988506,0.060221,0.11801,0.057789
-2.978927,0.067554,0.110955,0.043401
-2.969349,0.068021,0.113914,0.045893
-2.95977,0.068304,0.114931,0.046627
-2.950192,0.066172,0.11837,0.052198
-2.940613,0.070974,0.122545,0.051571
-2.931034,0.067319,0.120256,0.052937
-2.921456,0.072763,0.124445,0.051682
-2.911877,0.062742,0.121823,0.059081
-2.902299,0.066138,0.122371,0.056233
-2.89272,0.066459,0.124347,0.057888
-2.883142,0.068396,0.128354,0.059958
-2.873563,0.064798,0.133626,0.068828
-2.863985,0.0597,0.136316,0.076616
-2.854406,0.063867,0.133246,0.069379
-2.844828,0.065174,0.130331,0.065157
-2.835249,0.065147,0.112942,0.047795
-2.82567,0.063032,0.126081,0.063049
-2.816092,0.0644,0.114823,0.050423
-2.806513,0.065108,0.132969,0.067861
-2.796935,0.064164,0.126342,0.062178
-2.787356,0.062673,0.125563,0.06289
-2.777778,0.063759,0.122958,0.059199
-2.768199,0.067253,0.115898,0.048645
-2.758621,0.071519,0.122141,0.050622
-2.749042,0.074992,0.124482,0.04949
-2.739464,0.072149,0.123526,0.051377
-2.729885,0.069222,0.126794,0.057572
-2.720307,0.062494,0.127355,0.064861
-2.710728,0.066164,0.124459,0.058295
-2.701149,0.071258,0.135544,0.064286
-2.691571,0.071505,0.129082,0.057577
-2.681992,0.070567,0.141347,0.07078
-2.672414,0.067844,0.129253,0.061409
-2.662835,0.07628,0.13601,0.05973
-2.653257,0.074807,0.12457,0.049763
-2.643678,0.074193,0.130373,0.05618
-2.6341,0.064462,0.128398,0.063936
-2.624521,0.070786,0.134604,0.063818
-2.614943,0.067095,0.136911,0.069816
-2.605364,0.071086,0.133377,0.062291
-2.595785,0.068619,0.136169,0.06755
-2.586207,0.076134,0.133643,0.057509
-2.576628,0.074654,0.137935,0.063281
-2.56705,0.079738,0.139185,0.059447
-2.557471,0.074207,0.139007,0.0648
-2.547893,0.072616,0.135927,0.063311
-2.538314,0.069179,0.133039,0.06386
-2.528736,0.062059,0.136208,0.074149
-2.519157,0.064993,0.130428,0.065435
-2.509579,0.068451,0.142223,0.073772
-2.5,0.066874,0.126625,0.059751
-2.490421,0.071285,0.140472,0.069187
-2.480843,0.071359,0.128282,0.056923
-2.471264,0.074541,0.138436,0.063895
-2.461686,0.076881,0.136729,0.059848
-2.452107,0.072264,0.137609,0.065345
-2.442529,0.066559,0.141703,0.075144
-2.43295,0.077303,0.143547,0.066244
-2.423372,0.074417,0.144486,0.070069
-2.413793,0.073654,0.150152,0.076498
-2.404215,0.077649,0.147167,0.069518
-2.394636,0.077602,0.145408,0.067806
-2.385057,0.082941,0.147701,0.06476
-2.375479,0.082127,0.142814,0.060687
-2.3659,0.080351,0.152003,0.071652
-2.356322,0.075018,0.144793,0.069775
-2.346743,0.07756,0.152239,0.074679
-2.337165,0.074006,0.14303,0.069024
-2.327586,0.07441,0.146004,0.071594
-2.318008,0.079562,0.14173,0.062168
-2.308429,0.076302,0.151839,0.075537
-2.298851,0.076441,0.150439,0.073998
-2.289272,0.077249,0.155447,0.078198
-2.279693,0.076411,0.154115,0.077704
-2.270115,0.079448,0.149722,0.070274
-2.260536,0.077578,0.149694,0.072116
-2.250958,0.077297,0.15244,0.075143
-2.241379,0.08202,0.159168,0.077148
-2.231801,0.080416,0.151074,0.070658
-2.222222,0.077258,0.149566,0.072308
-2.212644,0.082026,0.139066,0.05704
-2.203065,0.083013,0.13944,0.056427
-2.193487,0.08246,0.151825,0.069365
-2.183908,0.082349,0.151991,0.069642
-2.17433,0.083348,0.172856,0.089508
-2.164751,0.082114,0.1552,0.073086
-2.155172,0.084187,0.16448,0.080293
-2.145594,0.083338,0.165049,0.081711
-2.136015,0.078743,0.158937,0.080194
-2.126437,0.084861,0.17551,0.090649
-2.116858,0.083251,0.163581,0.08033
-2.10728,0.080733,0.170675,0.089942
-2.097701,0.086158,0.168572,0.082414
-2.088123,0.087599,0.17104,0.083441
-2.078544,0.083237,0.177842,0.094605
-2.068966,0.085299,0.175483,0.090184
-2.059387,0.086955,0.162679,0.075724
-2.049808,0.08201,0.165685,0.083675
-2.04023,0.086095,0.145653,0.059558
-2.030651,0.080354,0.154793,0.074439
-2.021073,0.083715,0.149451,0.065736
-2.011494,0.092832,0.164167,0.071335
-2.001916,0.07997,0.166346,0.086376
-1.992337,0.083484,0.162013,0.078529
-1.982759,0.08807,0.167032,0.078962
-1.97318,0.091941,0.144949,0.053008
-1.963602,0.090629,0.164454,0.073825
-1.954023,0.088837,0.158606,0.069769
-1.944444,0.084592,0.173347,0.088755
-1.934866,0.093737,0.173082,0.079345
-1.925287,0.09291,0.156534,0.063624
-1.915709,0.086277,0.164307,0.07803
-1.90613,0.087934,0.157851,0.069917
-1.896552,0.091452,0.178084,0.086632
-1.886973,0.09412,0.194189,0.100069
-1.877395,0.102685,0.200275,0.09759
-1.867816,0.104469,0.201282,0.096813
-1.858238,0.106448,0.199547,0.093099
-1.848659,0.099434,0.191664,0.09223
-1.83908,0.102186,0.201678,0.099492
-1.829502,0.097947,0.19826,0.100313
-1.819923,0.110387,0.225064,0.114677
-1.810345,0.088741,0.22014,0.131399
-1.800766,0.098044,0.233028,0.134984
-1.791188,0.094715,0.211227,0.116512
-1.781609,0.104432,0.190712,0.08628
-1.772031,0.092193,0.193975,0.101782
-1.762452,0.089025,0.176605,0.08758
-1.752874,0.087256,0.215839,0.128583
-1.743295,0.094583,0.204636,0.110053
-1.733716,0.097385,0.207108,0.109723
-1.724138,0.089778,0.202883,0.113105
-1.714559,0.094601,0.180498,0.085897
-1.704981,0.103638,0.206207,0.102569
-1.695402,0.104724,0.205265,0.100541
-1.685824,0.096676,0.20871,0.112034
-1.676245,0.097187,0.213147,0.11596
-1.666667,0.099328,0.19712,0.097792
-1.657088,0.110106,0.199655,0.089549
-1.64751,0.116384,0.21782,0.101436
-1.637931,0.119472,0.215473,0.096001
-1.628352,0.108465,0.239867,0.131402
-1.618774,0.092331,0.216929,0.124598
-1.609195,0.09797,0.230407,0.132437
-1.599617,0.105744,0.215664,0.10992
-1.590038,0.115985,0.217823,0.101838
-1.58046,0.112758,0.228182,0.115424
-1.570881,0.107931,0.225469,0.117538
-1.561303,0.118312,0.253356,0.135044
-1.551724,0.129035,0.221239,0.092204
-1.542146,0.120088,0.259929,0.139841
-1.532567,0.102673,0.226289,0.123616
-1.522989,0.112218,0.261272,0.149054
-1.51341,0.107414,0.242556,0.135142
-1.503831,0.12056,0.264227,0.143667
-1.494253,0.107261,0.228012,0.120751
-1.484674,0.130486,0.233154,0.102668
-1.475096,0.122618,0.224462,0.101844
-1.465517,0.13682,0.229253,0.092433
-1.455939,0.11645,0.250006,0.133556
-1.44636,0.111778,0.229379,0.117601
-1.436782,0.104734,0.264059,0.159325
-1.427203,0.09103,0.220741,0.129711
-1.417625,0.09535,0.256591,0.161241
-1.408046,0.110897,0.250197,0.1393
-1.398467,0.107558,0.257962,0.150404
-1.388889,0.121379,0.258143,0.136764
-1.37931,0.120592,0.26677,0.146178
-1.369732,0.122798,0.270159,0.147361
-1.360153,0.143597,0.292607,0.14901
-1.350575,0.119297,0.277018,0.157721
-1.340996,0.110069,0.295249,0.18518
-1.331418,0.131919,0.268061,0.136142
-1.321839,0.127459,0.271115,0.143656
-1.312261,0.13623,0.288979,0.152749
-1.302682,0.133247,0.281999,0.148752
-1.293103,0.133034,0.292016,0.158982
-1.283525,0.154181,0.28292,0.128739
-1.273946,0.149995,0.290743,0.140748
-1.264368,0.143831,0.30203,0.158199
-1.254789,0.12902,0.3039,0.17488
-1.245211,0.140637,0.339857,0.19922
-1.235632,0.117274,0.307785,0.190511
-1.226054,0.131783,0.329718,0.197935
-1.216475,0.138886,0.282471,0.143585
-1.206897,0.135272,0.325823,0.190551
-1.197318,0.139274,0.284609,0.145335
-1.187739,0.141602,0.352964,0.211362
-1.178161,0.133426,0.292715,0.159289
-1.168582,0.149904,0.336399,0.186495
-1.159004,0.146805,0.248067,0.101262
-1.149425,0.138726,0.2866,0.147874
-1.139847,0.152222,0.285716,0.133494
-1.130268,0.158925,0.314203,0.155278
-1.12069,0.139507,0.387769,0.248262
-1.111111,0.150447,0.337675,0.187228
-1.101533,0.159892,0.389027,0.229135
-1.091954,0.157755,0.350537,0.192782
-1.082375,0.158642,0.389175,0.230533
-1.072797,0.155197,0.436198,0.281001
-1.063218,0.155947,0.397442,0.241495
-1.05364,0.162366,0.40197,0.239604
-1.044061,0.159152,0.383069,0.223917
-1.034483,0.148841,0.356519,0.207678
-1.024904,0.167556,0.460027,0.292471
-1.015326,0.156479,0.41693,0.260451
-1.005747,0.165167,0.457283,0.292116
-0.996169,0.164132,0.381882,0.21775
-0.98659,0.184343,0.33419,0.149847
-0.977011,0.172333,0.341895,0.169562
-0.967433,0.190806,0.340576,0.14977
-0.957854,0.172283,0.394068,0.221785
-0.948276,0.170694,0.432182,0.261488
-0.938697,0.180312,0.362982,0.18267
-0.929119,0.142706,0.4317,0.288994
-0.91954,0.163993,0.255676,0.091683
-0.909962,0.200678,0.403699,0.203021
-0.900383,0.159437,0.301586,0.142149
-0.890805,0.164909,0.483146,0.318237
-0.881226,0.186055,0.40235,0.216295
-0.871648,0.202646,0.372918,0.170272
-0.862069,0.205798,0.334455,0.128657
-0.85249,0.208765,0.289403,0.080638
-0.842912,0.14572,0.43424,0.28852
-0.833333,0.208689,0.616468,0.407779
-0.823755,0.20694,0.734216,0.527276
-0.814176,0.182987,0.803603,0.620616
-0.804598,0.216729,0.771587,0.554858
-0.795019,0.210989,0.682102,0.471113
-0.785441,0.267777,0.728311,0.460534
-0.775862,0.28311,0.61907,0.33596
-0.766284,0.288111,0.955615,0.667504
-0.756705,0.287695,0.774907,0.487212
-0.747126,0.261595,1.063494,0.801899
-0.737548,0.249013,0.780516,0.531503
-0.727969,0.231536,0.817435,0.585899
-0.718391,0.28124,0.62012,0.33888
-0.708812,0.216942,0.62335,0.406408
-0.699234,0.227697,0.890879,0.663182
-0.689655,0.219108,0.850629,0.631521
-0.680077,0.294289,0.862065,0.567776
-0.670498,0.20854,0.867274,0.658734
-0.66092,0.210208,0.571134,0.360926
-0.651341,0.16403,0.891424,0.727394
-0.641762,0.24081,0.727351,0.486541
-0.632184,0.233582,1.112557,0.878975
-0.622605,0.211427,0.987431,0.776004
-0.613027,0.22691,0.637474,0.410564
-0.603448,0.302564,0.719536,0.416972
-0.59387,0.355242,0.793855,0.438613
-0.584291,0.328721,0.82849,0.499769
-0.574713,0.261339,1.367159,1.10582
-0.565134,0.21454,0.934359,0.719819
-0.555556,0.329511,1.314603,0.985092
-0.545977,0.339319,1.036108,0.696789
-0.536398,0.423913,1.512372,1.088459
-0.52682,0.366871,1.905434,1.538563
-0.517241,0.286109,1.499065,1.212956
-0.507663,0.219235,2.765262,2.546027
-0.498084,0.297112,1.077761,0.780649
-0.488506,0.42539,2.79033,2.36494
-0.478927,0.392498,1.235604,0.843106
-0.469349,0.388329,3.907817,3.519488
-0.45977,0.433761,1.732538,1.298777
-0.450192,0.598008,4.25715,3.659142
-0.440613,0.45153,0.851739,0.400209
-0.431034,0.425015,2.396578,1.971563
-0.421456,0.34918,2.96972,2.62054
-0.411877,0.397966,1.527034,1.129068
-0.402299,0.545089,3.819344,3.274255
-0.39272,0.370745,3.381988,3.011243
-0.383142,0.607808,5.072208,4.4644
-0.373563,0.557959,3.274477,2.716518
-0.363985,0.765588,5.806726,5.041138
-0.354406,0.406968,4.670092,4.263124
-0.344828,0.339103,9.407967,9.068864
-0.335249,0.205114,18.098236,17.893122
-0.32567,0.16856,29.312877,29.144317
-0.316092,0.325661,7.346253,7.020592
-0.306513,0.49851,,
-0.296935,0.447364,,
-0.287356,0.712513,,
-0.277778,0.620616,,
-0.268199,0.518497,,
-0.258621,1.23977,,
-0.249042,0.54906,,
-0.239464,0.732755,,
-0.229885,0.646014,,
-0.220307,0.847454,,
-0.210728,1.240887,,
-0.201149,0.976119,,
-0.191571,0.928114,,
-0.181992,1.731153,,
-0.172414,1.946435,,
-0.162835,1.420653,,
-0.153257,1.210371,,
-0.143678,1.481584,,
-0.1341,0.482615,,
-0.124521,1.300405,,
-0.114943,2.200216,,
-0.105364,1.933075,,
-0.095785,1.89137,,
-0.086207,2.659678,,
-0.076628,1.486082,,
-0.06705,5.437533,,
-0.057471,3.941163,,
-0.047893,1.638234,,
-0.038314,8.295535,,
-0.028736,20.9258,,
-0.019157,23.201708,,
-0.009579,4.835128,,